player_id,player_name,team,position,age,matches_played,pes_baseline,pes_adjusted,confidence,injury_risk,estimated_energy
Argentina_16,Player_16,Argentina,FW,19,14,100.0,100.0,0.58,0.109,83.7
Argentina_17,Player_17,Argentina,ST,27,16,100.0,96.91115789473685,0.58,0.279,79.9
Argentina_18,Player_18,Argentina,LW,30,13,100.0,97.43831578947368,0.58,0.231,81.8
Argentina_19,Player_19,Argentina,RW,23,9,98.71545427993638,98.54198059572586,0.58,0.368,85.6
Argentina_20,Player_20,Argentina,FW,29,18,95.49666666666667,98.08571929824562,0.58,0.149,89.4
Argentina_21,Player_21,Argentina,ST,28,11,96.30104254021852,91.48146359285009,0.58,0.411,75.0
Argentina_22,Player_22,Argentina,LW,31,16,97.85457650067688,98.96173439541373,0.58,0.492,86.6
Uruguay_0,Player_0,Uruguay,GK,21,37,100.0,100.0,0.72,0.434,86.5
Uruguay_1,Player_1,Uruguay,CB,26,17,98.21651956300727,97.51862482616517,0.72,0.535,85.3
Uruguay_2,Player_2,Uruguay,LB,32,21,100.0,97.0498947368421,0.72,0.231,78.8
Uruguay_3,Player_3,Uruguay,RB,22,15,100.0,96.42421052631579,0.72,0.335,78.0
Uruguay_4,Player_4,Uruguay,CB,24,21,98.12318873876752,100.0,0.72,0.157,90.7
Uruguay_5,Player_5,Uruguay,CM,25,17,100.0,99.1421052631579,0.72,0.205,84.4
Uruguay_6,Player_6,Uruguay,LM,21,21,98.35834765669779,96.7842423935399,0.72,0.284,83.5
Uruguay_7,Player_7,Uruguay,RM,33,31,100.0,99.58336842105263,0.72,0.238,81.5
Uruguay_8,Player_8,Uruguay,AM,33,36,100.0,100.0,0.72,0.136,86.2
Uruguay_9,Player_9,Uruguay,ST,21,31,96.05745279755462,98.70482121860725,0.72,0.345,86.3
Uruguay_10,Player_10,Uruguay,LW,21,28,100.0,97.59452631578948,0.72,0.162,78.3
Uruguay_11,Player_11,Uruguay,RW,23,18,100.0,98.93305263157895,0.58,0.221,82.8
Uruguay_12,Player_12,Uruguay,FW,32,17,100.0,98.8941052631579,0.58,0.251,81.6
Uruguay_13,Player_13,Uruguay,ST,20,6,98.35026648611782,98.49195069664414,0.58,0.269,83.3
Uruguay_14,Player_14,Uruguay,LW,19,15,100.0,100.0,0.58,0.209,86.3
Uruguay_15,Player_15,Uruguay,RW,24,17,100.0,98.9501052631579,0.58,0.224,82.9
Uruguay_16,Player_16,Uruguay,FW,26,18,94.96225702114651,95.63930965272546,0.58,0.143,86.5
Uruguay_17,Player_17,Uruguay,ST,21,16,95.6212632523033,92.23642114704013,0.58,0.311,80.8
Uruguay_18,Player_18,Uruguay,LW,32,17,100.0,99.2461052631579,0.58,0.592,85.3
Uruguay_19,Player_19,Uruguay,RW,24,9,100.0,96.23852631578947,0.58,0.264,78.8
Uruguay_20,Player_20,Uruguay,FW,33,19,100.0,99.184,0.58,0.192,83.1
Uruguay_21,Player_21,Uruguay,ST,23,15,97.8664645593525,95.61467508566828,0.58,0.252,79.8
Uruguay_22,Player_22,Uruguay,LW,33,12,96.30518935351424,100.0,0.58,0.11,86.5
Colombia_0,Player_0,Colombia,GK,22,16,100.0,100.0,0.72,0.104,85.4
Colombia_1,Player_1,Colombia,CB,28,32,92.92657079622937,88.28488658570305,0.72,0.411,76.8
Colombia_2,Player_2,Colombia,LB,25,17,100.0,100.0,0.72,0.378,83.7
Colombia_3,Player_3,Colombia,RB,33,19,98.66322124613862,98.66322124613862,0.72,0.095,82.9
Colombia_4,Player_4,Colombia,CB,35,16,100.0,95.75515789473684,0.72,0.311,78.2
Colombia_5,Player_5,Colombia,CM,36,33,100.0,100.0,0.72,0.118,91.3
Colombia_6,Player_6,Colombia,LM,35,31,100.0,98.39136842105263,0.72,0.272,81.0
Colombia_7,Player_7,Colombia,RM,29,36,97.57653762310171,98.69064288625961,0.72,0.196,87.5
Colombia_8,Player_8,Colombia,AM,25,18,98.62453010999212,99.50958274157107,0.72,0.117,86.8
Colombia_9,Player_9,Colombia,ST,31,28,94.59770419173478,97.01223050752425,0.72,0.332,88.4
Colombia_10,Player_10,Colombia,LW,20,22,92.08,88.22084210526316,0.72,0.527,75.6
Colombia_11,Player_11,Colombia,RW,23,19,97.53436272572752,92.20636272572752,0.58,0.176,75.1
Colombia_12,Player_12,Colombia,FW,26,11,100.0,96.54442105263158,0.58,0.418,77.1
Colombia_13,Player_13,Colombia,ST,23,5,99.45939442461129,99.68213126671655,0.58,0.189,84.5
Colombia_14,Player_14,Colombia,LW,21,6,99.45145676694298,98.3651409774693,0.58,0.08,82.4
Colombia_15,Player_15,Colombia,RW,33,17,96.84827030183702,99.09837556499491,0.58,0.164,88.9
Colombia_16,Player_16,Colombia,FW,36,6,99.12944943670388,98.2951336472302,0.58,0.391,82.1
Colombia_17,Player_17,Colombia,ST,22,18,100.0,97.71305263157895,0.58,0.241,78.5
Colombia_18,Player_18,Colombia,LW,23,5,98.62035610248492,94.88709294459018,0.58,0.356,78.9
Colombia_19,Player_19,Colombia,RW,30,15,100.0,98.3122105263158,0.58,0.149,80.4
Colombia_20,Player_20,Colombia,FW,19,15,100.0,96.9162105263158,0.58,0.476,80.3
Colombia_21,Player_21,Colombia,ST,25,5,99.0323608654332,92.28709770753846,0.58,0.675,75.1
Colombia_22,Player_22,Colombia,LW,34,5,100.0,93.80273684210526,0.58,0.409,75.3
France_0,Player_0,France,GK,23,24,100.0,100.0,0.72,0.157,87.9
France_1,Player_1,France,CB,32,36,100.0,96.2981052631579,0.72,0.383,75.7
France_2,Player_2,France,LB,36,29,91.34647239235566,89.4119460765662,0.72,0.428,83.3
France_3,Player_3,France,RB,25,28,100.0,96.61452631578948,0.72,0.497,78.8
France_4,Player_4,France,CB,33,19,96.1582421682877,98.3942421682877,0.72,0.103,86.3
France_5,Player_5,France,CM,20,22,98.47081039734285,100.0,0.72,0.328,88.3
France_6,Player_6,France,LM,20,23,100.0,100.0,0.72,0.055,85.5
France_7,Player_7,France,RM,35,16,100.0,94.05115789473685,0.72,0.549,76.1
France_8,Player_8,France,AM,23,22,97.60943109010061,96.01427319536377,0.72,0.174,79.5
France_9,Player_9,France,ST,19,27,100.0,100.0,0.72,0.338,88.2
France_10,Player_10,France,LW,25,35,94.80222222222223,89.10138011695906,0.72,0.383,77.7
France_11,Player_11,France,RW,26,17,98.18352124655189,96.66162650970979,0.58,0.423,82.5
France_12,Player_12,France,FW,22,17,97.66949092780584,96.27959619096373,0.58,0.234,83.6
France_13,Player_13,France,ST,19,13,98.6496412671257,95.27995705659939,0.58,0.417,80.9
France_14,Player_14,France,LW,19,5,100.0,94.70273684210527,0.58,0.429,76.7
France_15,Player_15,France,RW,22,7,98.72101700137335,100.0,0.58,0.135,88.6
France_16,Player_16,France,FW,36,9,99.36159625358285,94.58812256937232,0.58,0.478,76.4
France_17,Player_17,France,ST,32,14,98.77936911211144,97.66063227000618,0.58,0.043,79.8
France_18,Player_18,France,LW,21,11,100.0,95.94442105263158,0.58,0.508,80.1
France_19,Player_19,France,RW,22,14,97.62347073666169,97.34073389455642,0.58,0.136,83.8
France_20,Player_20,France,FW,22,8,98.86826166107699,93.7038406084454,0.58,0.577,78.5
France_21,Player_21,France,ST,28,9,100.0,98.23052631578948,0.58,0.43,83.3
France_22,Player_22,France,LW,29,10,99.43076422279943,98.32823790700995,0.58,0.459,83.2
England_0,Player_0,England,GK,35,32,100.0,99.50631578947369,0.72,0.385,83.0
England_1,Player_1,England,CB,20,15,95.60855604737289,95.74076657368867,0.72,0.124,85.7
England_2,Player_2,England,LB,36,16,98.35736135235425,100.0,0.72,0.185,90.9
England_3,Player_3,England,RB,21,27,96.91467472239216,90.81825366976058,0.72,0.151,72.8
England_4,Player_4,England,CB,22,19,100.0,97.46,0.72,0.26,80.7
England_5,Player_5,England,CM,32,22,100.0,99.70484210526315,0.72,0.259,82.9
England_6,Player_6,England,LM,27,21,98.51855095010434,91.03644568694645,0.72,0.525,71.3
England_7,Player_7,England,RM,29,23,97.38004373716538,100.0,0.72,0.159,89.1
England_8,Player_8,England,AM,24,22,100.0,97.37684210526317,0.72,0.19,76.7
England_9,Player_9,England,ST,23,37,95.44055654845366,92.7896091800326,0.72,0.384,81.0
England_10,Player_10,England,LW,27,30,97.39500739716783,99.85942844979941,0.72,0.133,89.3
England_11,Player_11,England,RW,30,9,100.0,100.0,0.58,0.087,91.1
England_12,Player_12,England,FW,21,15,98.52293250152144,94.37914302783723,0.58,0.291,77.1
England_13,Player_13,England,ST,29,9,97.6424791994191,93.67700551520858,0.58,0.372,78.7
England_14,Player_14,England,LW,33,18,97.5950630478035,95.33611567938246,0.58,0.145,82.1
England_15,Player_15,England,RW,32,13,100.0,91.33831578947368,0.58,0.576,72.1
England_16,Player_16,England,FW,35,12,100.0,100.0,0.58,0.23,91.3
England_17,Player_17,England,ST,27,13,97.54571528596242,97.4320310754361,0.58,0.245,84.2
England_18,Player_18,England,LW,21,17,100.0,99.5781052631579,0.58,0.053,84.7
England_19,Player_19,England,RW,36,16,100.0,98.04715789473684,0.58,0.482,79.5
England_20,Player_20,England,FW,34,6,100.0,95.33368421052631,0.58,0.63,79.3
England_21,Player_21,England,ST,34,9,100.0,98.21852631578948,0.58,0.349,79.4
England_22,Player_22,England,LW,21,8,100.0,95.41957894736842,0.58,0.239,76.2
Spain_0,Player_0,Spain,GK,34,27,100.0,99.85157894736842,0.72,0.38,84.6
Spain_1,Player_1,Spain,CB,32,23,96.70950364984687,95.42929312353108,0.72,0.372,84.1
Spain_2,Player_2,Spain,LB,35,32,100.0,97.29831578947369,0.72,0.396,77.2
Spain_3,Player_3,Spain,RB,33,36,100.0,100.0,0.72,0.228,85.8
Spain_4,Player_4,Spain,CB,19,19,95.16747709530284,94.54747709530284,0.72,0.215,84.8
Spain_5,Player_5,Spain,CM,35,17,100.0,97.78210526315789,0.72,0.255,82.4
Spain_6,Player_6,Spain,LM,32,29,97.70174651289823,97.77122019710875,0.72,0.325,86.1
Spain_7,Player_7,Spain,RM,22,20,98.6156455359205,100.0,0.72,0.101,89.5
Spain_8,Player_8,Spain,AM,36,34,100.0,100.0,0.72,0.343,85.2
Spain_9,Player_9,Spain,ST,32,21,98.32290040170433,91.32079513854643,0.72,0.595,74.7
Spain_10,Player_10,Spain,LW,21,16,100.0,94.80715789473685,0.72,0.572,74.8
Spain_11,Player_11,Spain,RW,35,11,100.0,95.11242105263157,0.58,0.337,78.5
Spain_12,Player_12,Spain,FW,27,17,97.989224067687,94.5953293308449,0.58,0.372,78.4
Spain_13,Player_13,Spain,ST,20,5,99.66065899885562,95.46339584096089,0.58,0.369,79.5
Spain_14,Player_14,Spain,LW,24,17,98.91699680485836,97.10710206801625,0.58,0.104,81.5
Spain_15,Player_15,Spain,RW,26,15,100.0,98.9042105263158,0.58,0.315,80.4
Spain_16,Player_16,Spain,FW,21,7,100.0,97.41663157894737,0.58,0.372,77.0
Spain_17,Player_17,Spain,ST,26,5,100.0,95.37473684210526,0.58,0.51,76.7
Spain_18,Player_18,Spain,LW,24,11,100.0,99.35242105263158,0.58,0.092,83.1
Spain_19,Player_19,Spain,RW,33,16,93.78217437076628,95.90933226550312,0.58,0.137,84.9
Spain_20,Player_20,Spain,FW,28,8,100.0,100.0,0.58,0.253,87.2
Spain_21,Player_21,Spain,ST,29,6,99.25832355395545,100.0,0.58,0.044,86.4
Spain_22,Player_22,Spain,LW,32,6,96.72666666666667,94.04035087719299,0.58,0.35,81.8
Germany_0,Player_0,Germany,GK,25,28,100.0,96.17452631578948,0.72,0.587,79.5
Germany_1,Player_1,Germany,CB,20,28,95.81333333333333,96.40785964912281,0.72,0.212,86.7
Germany_2,Player_2,Germany,LB,34,22,100.0,100.0,0.72,0.249,87.7
Germany_3,Player_3,Germany,RB,30,31,95.29435111710954,94.82971953816218,0.72,0.284,85.3
Germany_4,Player_4,Germany,CB,30,19,97.6127568997613,95.68075689976129,0.72,0.054,81.2
Germany_5,Player_5,Germany,CM,23,35,96.10745166321996,97.45060955795681,0.72,0.06,86.3
Germany_6,Player_6,Germany,LM,31,27,100.0,100.0,0.72,0.428,86.5
Germany_7,Player_7,Germany,RM,27,33,93.94444444444444,88.25370760233918,0.72,0.517,74.2
Germany_8,Player_8,Germany,AM,29,18,100.0,94.10505263157894,0.72,0.427,74.8
Germany_9,Player_9,Germany,ST,25,34,94.90244281269936,99.33065333901516,0.72,0.157,91.2
Germany_10,Player_10,Germany,LW,34,34,95.38,95.32021052631579,0.72,0.073,83.0
Germany_11,Player_11,Germany,RW,34,12,100.0,99.85136842105263,0.58,0.037,83.8
Germany_12,Player_12,Germany,FW,32,18,90.76055668821714,92.06960931979609,0.58,0.119,87.5
Germany_13,Player_13,Germany,ST,24,13,96.55666666666667,94.27898245614035,0.58,0.358,81.2
Germany_14,Player_14,Germany,LW,32,18,100.0,100.0,0.58,0.373,85.2
Germany_15,Player_15,Germany,RW,22,18,96.39645944707242,97.74951207865136,0.58,0.191,86.4
Germany_16,Player_16,Germany,FW,26,10,97.89315397255055,92.85462765676108,0.58,0.411,74.6
Germany_17,Player_17,Germany,ST,30,7,98.26333333333334,98.29596491228071,0.58,0.345,84.6
Germany_18,Player_18,Germany,LW,20,11,100.0,97.37242105263158,0.58,0.067,80.1
Germany_19,Player_19,Germany,RW,21,14,99.02067868508244,97.43394184297718,0.58,0.519,83.8
Germany_20,Player_20,Germany,FW,35,5,98.14637445681355,97.6211112989188,0.58,0.15,83.3
Germany_21,Player_21,Germany,ST,20,10,95.96006325682086,91.77753694103139,0.58,0.419,77.2
Germany_22,Player_22,Germany,LW,36,6,98.00952961805481,97.54321382858113,0.58,0.135,82.1
Italy_0,Player_0,Italy,GK,34,29,100.0,100.0,0.72,0.175,84.9
Italy_1,Player_1,Italy,CB,27,31,100.0,99.49136842105263,0.72,0.237,85.1
Italy_2,Player_2,Italy,LB,32,37,100.0,100.0,0.72,0.355,86.0
Italy_3,Player_3,Italy,RB,32,17,98.70333333333333,94.84143859649123,0.72,0.508,76.7
Italy_4,Player_4,Italy,CB,26,36,96.70639353987507,97.62449880303296,0.72,0.233,84.8
Italy_5,Player_5,Italy,CM,36,21,100.0,100.0,0.72,0.102,90.1
Italy_6,Player_6,Italy,LM,25,31,97.09666666666666,91.83203508771929,0.72,0.409,73.3
Italy_7,Player_7,Italy,RM,26,31,96.7268812773076,95.97824969836023,0.72,0.272,82.3
Italy_8,Player_8,Italy,AM,29,27,100.0,97.14357894736843,0.72,0.306,80.4
Italy_9,Player_9,Italy,ST,28,17,100.0,96.0701052631579,0.72,0.574,78.0
Italy_10,Player_10,Italy,LW,24,33,98.11209080993538,98.93335396783012,0.72,0.513,86.4
Italy_11,Player_11,Italy,RW,28,17,98.41351993859854,93.56762520175644,0.58,0.296,78.6
Italy_12,Player_12,Italy,FW,31,13,96.37568517954146,93.93800096901515,0.58,0.378,81.0
Italy_13,Player_13,Italy,ST,29,17,98.96753695396497,96.96564221712286,0.58,0.378,81.7
Italy_14,Player_14,Italy,LW,35,19,98.71122619778144,97.83922619778144,0.58,0.139,83.0
Italy_15,Player_15,Italy,RW,28,8,100.0,99.68757894736842,0.58,0.123,83.6
Italy_16,Player_16,Italy,FW,36,10,98.29565973545944,98.44913341966996,0.58,0.252,83.4
Italy_17,Player_17,Italy,ST,20,14,97.91555555555556,98.49281871345029,0.58,0.106,85.0
Italy_18,Player_18,Italy,LW,29,8,100.0,100.0,0.58,0.256,84.8
Italy_19,Player_19,Italy,RW,30,7,99.3935164409037,100.0,0.58,0.366,85.6
Italy_20,Player_20,Italy,FW,36,7,99.21760878709647,98.14624036604384,0.58,0.293,82.8
Italy_21,Player_21,Italy,ST,19,17,98.18194989814926,93.76805516130715,0.58,0.352,76.8
Italy_22,Player_22,Italy,LW,34,19,100.0,96.544,0.58,0.802,79.2
Netherlands_0,Player_0,Netherlands,GK,26,17,100.0,97.5141052631579,0.72,0.291,79.6
Netherlands_1,Player_1,Netherlands,CB,26,34,88.46230320111538,85.37451372743116,0.72,0.219,77.5
Netherlands_2,Player_2,Netherlands,LB,28,29,98.29987125123084,98.38934493544137,0.72,0.05,85.6
Netherlands_3,Player_3,Netherlands,RB,23,27,96.80875058498262,96.61232953235104,0.72,0.116,82.8
Netherlands_4,Player_4,Netherlands,CB,23,27,96.99243915735322,100.0,0.72,0.018,92.2
Netherlands_5,Player_5,Netherlands,CM,30,18,97.22778009510368,98.01683272668264,0.72,0.154,85.5
Netherlands_6,Player_6,Netherlands,LM,24,32,100.0,97.29831578947369,0.72,0.151,80.4
Netherlands_7,Player_7,Netherlands,RM,26,24,96.11923855074242,95.64597539284769,0.72,0.396,85.4
Netherlands_8,Player_8,Netherlands,AM,19,34,100.0,96.63621052631579,0.72,0.431,77.5
Netherlands_9,Player_9,Netherlands,ST,28,24,89.64044829677613,87.9591851388814,0.72,0.237,83.3
Netherlands_10,Player_10,Netherlands,LW,26,17,100.0,97.4141052631579,0.72,0.451,79.8
Netherlands_11,Player_11,Netherlands,RW,22,7,100.0,96.88463157894736,0.58,0.141,78.2
Netherlands_12,Player_12,Netherlands,FW,21,5,99.45313727697967,96.67587411908494,0.58,0.209,80.1
Netherlands_13,Player_13,Netherlands,ST,26,9,100.0,95.12252631578947,0.58,0.521,75.1
Netherlands_14,Player_14,Netherlands,LW,34,7,97.98032269315298,96.80895427210035,0.58,0.313,82.7
Netherlands_15,Player_15,Netherlands,RW,28,10,100.0,97.69347368421053,0.58,0.357,82.4
Netherlands_16,Player_16,Netherlands,FW,30,16,100.0,100.0,0.58,0.204,86.0
Netherlands_17,Player_17,Netherlands,ST,28,12,100.0,98.07136842105263,0.58,0.267,81.5
Netherlands_18,Player_18,Netherlands,LW,23,17,91.80521736417249,86.22332262733039,0.58,0.448,77.8
Netherlands_19,Player_19,Netherlands,RW,22,14,100.0,98.99326315789473,0.58,0.364,84.4
Netherlands_20,Player_20,Netherlands,FW,21,14,100.0,99.56126315789474,0.58,0.283,83.8
Netherlands_21,Player_21,Netherlands,ST,27,13,100.0,100.0,0.58,0.045,84.6
Netherlands_22,Player_22,Netherlands,LW,28,19,98.57224078773827,93.86824078773827,0.58,0.378,77.7
Portugal_0,Player_0,Portugal,GK,26,37,100.0,95.16505263157894,0.72,0.547,76.8
Portugal_1,Player_1,Portugal,CB,27,31,100.0,94.69936842105263,0.72,0.641,75.0
Portugal_2,Player_2,Portugal,LB,33,19,100.0,99.392,0.72,0.226,84.8
Portugal_3,Player_3,Portugal,RB,21,32,96.13323862588014,96.13555441535382,0.72,0.148,83.2
Portugal_4,Player_4,Portugal,CB,33,36,91.59619370345902,90.07029896661692,0.72,0.441,84.1
Portugal_5,Player_5,Portugal,CM,24,36,97.58551795856752,96.92762322172541,0.72,0.275,80.0
Portugal_6,Player_6,Portugal,LM,21,15,100.0,98.21221052631579,0.72,0.359,82.0
Portugal_7,Player_7,Portugal,RM,19,34,93.39555555555556,96.39576608187134,0.72,0.173,89.0
Portugal_8,Player_8,Portugal,AM,21,17,100.0,96.77410526315789,0.72,0.446,78.8
Portugal_9,Player_9,Portugal,ST,30,17,98.97385447260329,99.79195973576118,0.72,0.088,85.4
Portugal_10,Player_10,Portugal,LW,22,18,98.47095485634838,96.25600748792733,0.72,0.232,82.4
Portugal_11,Player_11,Portugal,RW,25,11,98.20666583960998,94.41108689224156,0.58,0.298,80.0
Portugal_12,Player_12,Portugal,FW,26,8,100.0,98.98357894736841,0.58,0.196,84.0
Portugal_13,Player_13,Portugal,ST,21,11,99.1932898113456,94.98571086397718,0.58,0.207,76.7
Portugal_14,Player_14,Portugal,LW,34,5,98.77252370575246,94.55926054785772,0.58,0.616,80.0
Portugal_15,Player_15,Portugal,RW,34,5,99.3246640631437,96.34740090524896,0.58,0.304,80.0
Portugal_16,Player_16,Portugal,FW,35,5,98.98300606999334,97.5697429120986,0.58,0.336,79.9
Portugal_17,Player_17,Portugal,ST,34,10,96.76963244263479,97.50710612684531,0.58,0.059,85.1
Portugal_18,Player_18,Portugal,LW,27,13,96.5332742012741,91.41558999074778,0.58,0.358,76.9
Portugal_19,Player_19,Portugal,RW,25,16,96.78187847139989,95.56903636613673,0.58,0.597,83.3
Portugal_20,Player_20,Portugal,FW,30,8,98.11040668041704,97.01398562778546,0.58,0.176,83.8
Portugal_21,Player_21,Portugal,ST,24,5,99.28702289653175,93.85375973863701,0.58,0.476,71.6
Portugal_22,Player_22,Portugal,LW,19,19,100.0,100.0,0.58,0.22,84.9
Belgium_0,Player_0,Belgium,GK,26,26,100.0,97.73663157894737,0.72,0.422,79.0
Belgium_1,Player_1,Belgium,CB,25,30,95.99159829522318,96.58001934785476,0.72,0.335,83.2
Belgium_2,Player_2,Belgium,LB,36,18,95.04041129831991,92.54946392989886,0.72,0.569,80.1
Belgium_3,Player_3,Belgium,RB,23,33,95.89486427759545,91.84012743549019,0.72,0.195,74.8
Belgium_4,Player_4,Belgium,CB,20,15,100.0,98.74021052631579,0.72,0.208,82.5
Belgium_5,Player_5,Belgium,CM,26,16,100.0,92.28315789473685,0.72,0.48,72.1
Belgium_6,Player_6,Belgium,LM,28,15,100.0,93.88021052631579,0.72,0.593,73.4
Belgium_7,Player_7,Belgium,RM,23,28,100.0,100.0,0.72,0.126,89.5
Belgium_8,Player_8,Belgium,AM,20,27,98.18222222222222,96.15780116959064,0.72,0.392,83.1
Belgium_9,Player_9,Belgium,ST,22,31,97.99672793792875,95.74409635898138,0.72,0.265,82.6
Belgium_10,Player_10,Belgium,LW,24,22,98.30444444444444,97.0092865497076,0.72,0.229,83.8
Belgium_11,Player_11,Belgium,RW,27,15,98.40713828107077,98.42734880738656,0.58,0.028,85.3
Belgium_12,Player_12,Belgium,FW,24,6,98.7948494414941,96.76053365202041,0.58,0.186,81.1
Belgium_13,Player_13,Belgium,ST,20,5,99.68863658139678,100.0,0.58,0.086,87.8
Belgium_14,Player_14,Belgium,LW,23,13,100.0,96.44231578947368,0.58,0.163,78.9
Belgium_15,Player_15,Belgium,RW,23,18,97.04593175521515,89.9269843867941,0.58,0.73,74.8
Belgium_16,Player_16,Belgium,FW,28,10,100.0,95.03747368421052,0.58,0.544,77.5
Belgium_17,Player_17,Belgium,ST,29,14,98.82956194728327,97.450825105178,0.58,0.388,83.9
Belgium_18,Player_18,Belgium,LW,34,9,100.0,99.35052631578948,0.58,0.235,84.6
Belgium_19,Player_19,Belgium,RW,32,19,100.0,93.008,0.58,0.524,74.6
Belgium_20,Player_20,Belgium,FW,32,17,97.84882403679026,96.24692929994816,0.58,0.143,79.4
Belgium_21,Player_21,Belgium,ST,34,11,100.0,100.0,0.58,0.071,86.9
Belgium_22,Player_22,Belgium,LW,30,10,98.26455863574154,93.55803231995206,0.58,0.342,75.0
Switzerland_0,Player_0,Switzerland,GK,22,35,100.0,100.0,0.72,0.123,87.8
Switzerland_1,Player_1,Switzerland,CB,25,30,100.0,98.45242105263158,0.72,0.337,82.5
Switzerland_2,Player_2,Switzerland,LB,29,23,97.94,96.1877894736842,0.72,0.391,82.2
Switzerland_3,Player_3,Switzerland,RB,30,36,100.0,99.9981052631579,0.72,0.133,85.7
Switzerland_4,Player_4,Switzerland,CB,26,16,100.0,100.0,0.72,0.208,87.8
Switzerland_5,Player_5,Switzerland,CM,31,25,100.0,99.01368421052632,0.72,0.295,81.9
Switzerland_6,Player_6,Switzerland,LM,28,35,100.0,100.0,0.72,0.205,84.8
Switzerland_7,Player_7,Switzerland,RM,34,29,100.0,97.83347368421053,0.72,0.447,81.8
Switzerland_8,Player_8,Switzerland,AM,26,29,96.82860564356021,94.90607932777074,0.72,0.164,82.8
Switzerland_9,Player_9,Switzerland,ST,27,22,96.31905993798728,95.90390204325044,0.72,0.319,85.3
Switzerland_10,Player_10,Switzerland,LW,29,17,100.0,99.5541052631579,0.72,0.131,84.8
