player_id,team,position,season_apps,season_goals,season_assists,season_xg,current_pes,fitness,form,fatigue,injury_impact,confidence
Chelsea_P16,Chelsea,ST,27,0,0,6.96,69.1,100.0,80.0,14.2,15,0.75
Chelsea_P17,Chelsea,LW,33,1,0,3.84,72.0,100.0,81.9,17.4,0,0.75
Chelsea_P18,Chelsea,RW,26,2,0,2.72,71.0,96.6,76.9,13.7,0,0.75
Chelsea_P19,Chelsea,CF,30,0,0,3.2,72.5,100.0,83.9,15.8,0,0.75
Chelsea_P20,Chelsea,ST,26,2,0,6.4,69.8,89.2,80.8,13.7,0,0.75
Chelsea_P21,Chelsea,LW,27,0,1,3.44,70.6,93.2,80.1,14.2,0,0.75
Chelsea_P22,Chelsea,RW,37,2,0,3.92,70.6,100.0,75.9,19.5,0,0.75
Chelsea_P23,Chelsea,CF,18,2,1,3.68,65.4,79.3,83.4,9.5,15,0.6
Chelsea_P24,Chelsea,ST,31,0,0,2.72,69.2,100.0,83.6,16.3,15,0.75
Chelsea_P25,Chelsea,LW,25,0,0,2.24,67.4,97.2,77.8,13.2,15,0.75
Chelsea_P26,Chelsea,RW,22,0,0,3.2,69.1,87.5,81.1,11.6,0,0.75
Chelsea_P27,Chelsea,CF,32,3,0,2.56,72.3,100.0,80.7,16.8,0,0.75
Chelsea_P28,Chelsea,ST,21,1,0,3.68,69.4,91.3,77.9,11.1,0,0.75
Chelsea_P29,Chelsea,LW,36,0,0,2.32,71.7,100.0,82.4,18.9,0,0.75
Real_Madrid_P0,Real Madrid,GK,25,0,0,0.0,68.5,100.0,80.3,13.2,15,0.75
Real_Madrid_P1,Real Madrid,LB,22,0,1,3.92,70.4,90.8,81.6,11.6,0,0.75
Real_Madrid_P2,Real Madrid,RB,26,0,1,0.8,66.2,97.1,83.2,13.7,30,0.75
Real_Madrid_P3,Real Madrid,CB,23,1,0,3.36,67.9,91.0,73.8,12.1,0,0.75
Real_Madrid_P4,Real Madrid,LB,20,0,1,1.44,68.1,87.5,75.9,10.5,0,0.6
Real_Madrid_P5,Real Madrid,RM,23,0,1,2.24,64.6,86.5,76.0,12.1,15,0.75
Real_Madrid_P6,Real Madrid,CM,27,0,1,3.84,71.6,100.0,77.6,14.2,0,0.75
Real_Madrid_P7,Real Madrid,LM,29,1,0,3.6,68.9,100.0,78.5,15.3,15,0.75
Real_Madrid_P8,Real Madrid,RM,26,0,0,3.76,72.7,100.0,82.4,13.7,0,0.75
Real_Madrid_P9,Real Madrid,LW,23,1,2,3.44,65.4,86.1,76.5,12.1,15,0.75
Real_Madrid_P10,Real Madrid,RW,17,2,0,1.12,67.9,82.0,80.0,8.9,0,0.6
Real_Madrid_P11,Real Madrid,CF,18,0,0,7.28,66.7,81.1,77.5,9.5,0,0.6
Real_Madrid_P12,Real Madrid,ST,28,1,0,6.48,71.4,97.2,80.0,14.7,0,0.75
Real_Madrid_P13,Real Madrid,LW,17,0,1,2.48,68.6,85.2,78.7,8.9,0,0.6
Real_Madrid_P14,Real Madrid,RW,26,1,1,2.4,71.1,97.7,77.1,13.7,0,0.75
Real_Madrid_P15,Real Madrid,CF,26,2,0,4.8,73.8,100.0,84.2,13.7,0,0.75
Real_Madrid_P16,Real Madrid,ST,29,1,0,7.92,70.3,100.0,73.3,15.3,0,0.75
Real_Madrid_P17,Real Madrid,LW,33,0,1,2.16,72.5,100.0,83.2,17.4,0,0.75
Real_Madrid_P18,Real Madrid,RW,26,1,0,3.12,71.3,96.5,80.6,13.7,0,0.75
Real_Madrid_P19,Real Madrid,CF,25,2,0,7.12,72.9,100.0,80.5,13.2,0,0.75
Real_Madrid_P20,Real Madrid,ST,37,0,0,7.76,69.3,100.0,74.2,19.5,0,0.75
Real_Madrid_P21,Real Madrid,LW,32,1,0,2.24,66.9,98.2,75.4,16.8,15,0.75
Real_Madrid_P22,Real Madrid,RW,22,0,0,1.28,70.4,98.0,75.6,11.6,0,0.75
Real_Madrid_P23,Real Madrid,CF,18,0,0,7.76,70.5,87.7,83.7,9.5,0,0.6
Real_Madrid_P24,Real Madrid,ST,17,0,1,5.44,65.8,84.7,80.0,8.9,15,0.6
Real_Madrid_P25,Real Madrid,LW,21,0,0,1.92,68.4,88.5,78.9,11.1,0,0.75
Real_Madrid_P26,Real Madrid,RW,24,0,1,3.28,71.1,99.7,75.3,12.6,0,0.75
Real_Madrid_P27,Real Madrid,CF,37,1,1,7.12,71.3,100.0,78.7,19.5,0,0.75
Real_Madrid_P28,Real Madrid,ST,26,1,1,4.96,69.9,99.2,81.9,13.7,15,0.75
Real_Madrid_P29,Real Madrid,LW,31,0,1,0.88,70.9,100.0,77.5,16.3,0,0.75
Barcelona_P0,Barcelona,GK,31,0,0,0.0,71.0,100.0,81.0,16.3,0,0.75
Barcelona_P1,Barcelona,LB,21,1,0,1.52,67.0,89.3,81.9,11.1,15,0.75
Barcelona_P2,Barcelona,RB,25,0,0,2.32,71.5,98.4,79.0,13.2,0,0.75
Barcelona_P3,Barcelona,CB,19,1,0,3.92,70.9,90.8,82.8,10.0,0,0.6
Barcelona_P4,Barcelona,LB,27,3,1,3.36,72.9,100.0,78.9,14.2,0,0.75
Barcelona_P5,Barcelona,RM,22,1,0,2.88,70.0,97.2,82.9,11.6,15,0.75
Barcelona_P6,Barcelona,CM,17,0,0,1.12,65.3,79.8,76.0,8.9,0,0.6
Barcelona_P7,Barcelona,LM,21,1,0,1.44,69.0,87.1,79.7,11.1,0,0.75
Barcelona_P8,Barcelona,RM,25,0,1,1.04,65.4,99.2,77.0,13.2,30,0.75
Barcelona_P9,Barcelona,LW,21,0,0,1.92,69.8,92.8,78.8,11.1,0,0.75
Barcelona_P10,Barcelona,RW,29,0,2,2.4,72.5,100.0,81.0,15.3,0,0.75
Barcelona_P11,Barcelona,CF,33,2,0,6.48,71.6,100.0,78.7,17.4,0,0.75
Barcelona_P12,Barcelona,ST,31,1,1,5.68,67.6,98.6,76.1,16.3,15,0.75
Barcelona_P13,Barcelona,LW,37,0,0,2.4,71.5,100.0,82.3,19.5,0,0.75
Barcelona_P14,Barcelona,RW,25,0,1,0.8,72.5,100.0,79.9,13.2,0,0.75
Barcelona_P15,Barcelona,CF,16,2,0,5.68,65.9,75.6,78.2,8.4,0,0.6
Barcelona_P16,Barcelona,ST,21,0,0,2.8,70.8,92.7,82.5,11.1,0,0.75
Barcelona_P17,Barcelona,LW,20,0,1,1.52,69.2,91.4,76.3,10.5,0,0.6
Barcelona_P18,Barcelona,RW,25,0,1,1.44,70.7,96.1,78.2,13.2,0,0.75
Barcelona_P19,Barcelona,CF,21,0,1,4.16,71.4,95.2,80.6,11.1,0,0.75
Barcelona_P20,Barcelona,ST,21,2,0,2.64,67.8,90.9,82.5,11.1,15,0.75
Barcelona_P21,Barcelona,LW,18,2,0,1.12,70.9,89.5,83.2,9.5,0,0.6
Barcelona_P22,Barcelona,RW,33,1,0,2.64,68.0,100.0,78.1,17.4,15,0.75
Barcelona_P23,Barcelona,CF,26,2,2,6.96,72.0,95.8,79.8,13.7,0,0.75
Barcelona_P24,Barcelona,ST,19,0,1,7.52,68.8,82.9,82.4,10.0,0,0.6
Barcelona_P25,Barcelona,LW,27,0,1,2.16,66.3,92.8,77.6,14.2,15,0.75
Barcelona_P26,Barcelona,RW,22,0,1,2.4,61.5,87.8,75.1,11.6,30,0.75
Barcelona_P27,Barcelona,CF,35,2,0,3.68,67.3,100.0,85.9,18.4,30,0.75
Barcelona_P28,Barcelona,ST,25,0,0,4.32,69.4,91.3,80.2,13.2,0,0.75
Barcelona_P29,Barcelona,LW,29,0,0,2.88,72.2,100.0,81.2,15.3,0,0.75
Atletico_Madrid_P0,Atletico Madrid,GK,23,0,0,0.0,67.9,88.2,79.4,12.1,0,0.75
Atletico_Madrid_P1,Atletico Madrid,LB,33,2,0,2.88,68.8,100.0,78.9,17.4,15,0.75
Atletico_Madrid_P2,Atletico Madrid,RB,23,0,1,3.12,71.9,97.2,80.6,12.1,0,0.75
Atletico_Madrid_P3,Atletico Madrid,CB,34,1,0,5.36,71.5,100.0,80.4,17.9,0,0.75
Atletico_Madrid_P4,Atletico Madrid,LB,32,0,0,3.28,68.5,100.0,80.4,16.8,15,0.75
Atletico_Madrid_P5,Atletico Madrid,RM,29,1,0,0.8,72.7,100.0,82.3,15.3,0,0.75
Atletico_Madrid_P6,Atletico Madrid,CM,33,0,0,2.32,69.1,100.0,82.0,17.4,15,0.75
Atletico_Madrid_P7,Atletico Madrid,LM,37,1,2,1.52,67.5,100.0,75.2,19.5,15,0.75
Atletico_Madrid_P8,Atletico Madrid,RM,16,2,0,3.6,67.8,80.6,79.9,8.4,0,0.6
Atletico_Madrid_P9,Atletico Madrid,LW,16,0,2,1.92,68.8,84.7,79.0,8.4,0,0.6
Atletico_Madrid_P10,Atletico Madrid,RW,36,0,1,2.56,64.4,100.0,78.0,18.9,30,0.75
Atletico_Madrid_P11,Atletico Madrid,CF,21,3,0,6.64,72.6,95.6,81.0,11.1,0,0.75
Atletico_Madrid_P12,Atletico Madrid,ST,16,4,0,4.48,61.4,78.9,78.3,8.4,30,0.6
Atletico_Madrid_P13,Atletico Madrid,LW,20,2,0,2.24,71.8,93.0,81.9,10.5,0,0.6
Atletico_Madrid_P14,Atletico Madrid,RW,31,0,0,2.96,71.0,100.0,77.8,16.3,0,0.75
Atletico_Madrid_P15,Atletico Madrid,CF,37,1,0,7.92,71.1,100.0,79.1,19.5,0,0.75
Atletico_Madrid_P16,Atletico Madrid,ST,32,1,0,6.48,71.7,100.0,79.7,16.8,0,0.75
Atletico_Madrid_P17,Atletico Madrid,LW,24,0,1,3.84,68.8,87.9,78.8,12.6,0,0.75
Atletico_Madrid_P18,Atletico Madrid,RW,25,0,0,3.12,69.7,95.2,76.1,13.2,0,0.75
Atletico_Madrid_P19,Atletico Madrid,CF,31,3,0,7.84,73.9,100.0,83.7,16.3,0,0.75
Atletico_Madrid_P20,Atletico Madrid,ST,34,4,1,7.44,69.4,100.0,78.4,17.9,15,0.75
Atletico_Madrid_P21,Atletico Madrid,LW,25,1,1,1.2,68.9,88.9,79.8,13.2,0,0.75
Atletico_Madrid_P22,Atletico Madrid,RW,27,2,0,1.12,72.0,100.0,78.2,14.2,0,0.75
Atletico_Madrid_P23,Atletico Madrid,CF,22,1,0,7.28,72.0,96.1,81.0,11.6,0,0.75
Atletico_Madrid_P24,Atletico Madrid,ST,32,1,0,5.6,71.7,100.0,80.6,16.8,0,0.75
Atletico_Madrid_P25,Atletico Madrid,LW,16,2,0,3.52,65.5,75.0,77.1,8.4,0,0.6
Atletico_Madrid_P26,Atletico Madrid,RW,23,0,1,2.88,73.4,98.6,84.8,12.1,0,0.75
Atletico_Madrid_P27,Atletico Madrid,CF,29,3,0,6.48,72.1,100.0,78.3,15.3,0,0.75
Atletico_Madrid_P28,Atletico Madrid,ST,20,2,0,7.76,67.9,82.2,78.8,10.5,0,0.6
Atletico_Madrid_P29,Atletico Madrid,LW,23,1,1,3.92,67.5,84.9,76.9,12.1,0,0.75
Sevilla_P0,Sevilla,GK,36,0,0,0.0,71.1,100.0,82.8,18.9,0,0.75
Sevilla_P1,Sevilla,LB,15,0,0,1.28,63.0,79.0,78.5,7.9,15,0.6
Sevilla_P2,Sevilla,RB,26,0,0,1.2,67.9,99.1,78.2,13.7,15,0.75
Sevilla_P3,Sevilla,CB,15,0,0,4.48,65.4,74.9,79.8,7.9,0,0.6
Sevilla_P4,Sevilla,LB,27,1,1,1.2,73.4,100.0,83.2,14.2,0,0.75
Sevilla_P5,Sevilla,RM,21,0,2,3.92,67.3,85.8,75.1,11.1,0,0.75
Sevilla_P6,Sevilla,CM,23,0,0,2.48,67.3,88.1,75.7,12.1,0,0.75
Sevilla_P7,Sevilla,LM,15,2,1,2.72,62.3,80.8,80.6,7.9,30,0.6
Sevilla_P8,Sevilla,RM,25,0,0,3.28,68.8,89.5,79.3,13.2,0,0.75
Sevilla_P9,Sevilla,LW,21,2,0,1.2,63.4,83.3,74.0,11.1,15,0.75
Sevilla_P10,Sevilla,RW,34,0,0,3.68,68.8,100.0,72.6,17.9,0,0.75
Sevilla_P11,Sevilla,CF,23,2,0,4.32,72.6,100.0,79.4,12.1,0,0.75
Sevilla_P12,Sevilla,ST,25,0,0,7.28,70.2,100.0,82.8,13.2,15,0.75
Sevilla_P13,Sevilla,LW,25,0,0,1.92,65.1,100.0,77.5,13.2,30,0.75
Sevilla_P14,Sevilla,RW,19,1,0,2.88,68.1,81.2,81.6,10.0,0,0.6
Sevilla_P15,Sevilla,CF,16,1,0,7.6,65.7,74.0,79.6,8.4,0,0.6
Sevilla_P16,Sevilla,ST,36,2,0,3.84,73.3,100.0,86.0,18.9,0,0.75
Sevilla_P17,Sevilla,LW,15,0,0,1.6,66.5,77.7,80.3,7.9,0,0.6
Sevilla_P18,Sevilla,RW,19,0,0,2.24,65.7,91.1,75.8,10.0,15,0.6
Sevilla_P19,Sevilla,CF,22,2,0,7.12,71.4,93.7,80.4,11.6,0,0.75
Sevilla_P20,Sevilla,ST,24,1,0,2.4,66.0,100.0,79.6,12.6,30,0.75
Sevilla_P21,Sevilla,LW,36,0,0,3.2,71.1,100.0,80.0,18.9,0,0.75
Sevilla_P22,Sevilla,RW,15,0,0,1.28,67.6,79.2,81.9,7.9,0,0.6
Sevilla_P23,Sevilla,CF,25,2,1,2.64,70.5,89.3,83.5,13.2,0,0.75
Sevilla_P24,Sevilla,ST,23,1,0,7.6,69.9,99.5,80.7,12.1,15,0.75
Sevilla_P25,Sevilla,LW,16,1,1,1.84,67.1,76.3,82.0,8.4,0,0.6
Sevilla_P26,Sevilla,RW,29,0,0,0.88,71.4,100.0,78.9,15.3,0,0.75
Sevilla_P27,Sevilla,CF,26,1,0,5.84,70.3,93.8,79.7,13.7,0,0.75
Sevilla_P28,Sevilla,ST,18,1,0,3.52,68.6,88.6,77.4,9.5,0,0.6
Sevilla_P29,Sevilla,LW,24,0,1,3.84,73.9,100.0,83.2,12.6,0,0.75
